text,genre
"Stillleben mit Rebhuhn und Eisenhandschuhen Still-Life with Partridge and Iron Gloves Nature morte avec perdrix et gants de fer La natura morta appesa al muro Stilleven met patrijs Stillleben mit Rebhuhn und Eisenhandschuhen Still-Life with Partridge and Iron Gloves Nature morte avec perdrix et gants de fer La natura morta appesa al muro Stilleven met patrijs Stillleben mit Rebhuhn und Eisenhandschuhen Still-Life with Partridge and Iron Gloves Nature morte avec perdrix et gants de fer La natura morta appesa al muro Stilleven met patrijs schilderij van Jacopo de' Barbari peinture de Jacopo de' Barbari painting by Jacopo de' Barbari Gemälde von Jacopo de' Barbari dipinto di Jacopo de' Barbari cuadro de Jacopo de'Barbari Jacopo de’ Barbari Jacopo de' Barbari Jacopo de'Barbari Jacopo de' Barbari Jacopo de' Barbari Jacopo de' Barbari creator créateur Urheber creador maker skapare catégorie Commons Commons category categoría en Commons Commons-kategori Commonscategorie Commons-Kategorie image image imagen bild afbeelding Bild peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande nature morte bodegón Stillleben still life stilleben stilleven genre genre Genre género genre genre oil paint Ölfarbe pintura al óleo oljefärg peinture à l'huile olieverf matériau material used Material material empleado gebruikt materiaal huvudsakligt material bois wood Holz madera hout trä Bayerische Staatsgemäldesammlungen Bavarian State Painting Collections Collection de peintures de l'État de Bavière Bayerische Staatsgemäldesammlungen collection Sammlung collection colección collectie samling numéro d'inventaire inventory number Inventarnummer inventarisnummer número de inventario inventarienummer Alemania Duitsland Deutschland Germany Allemagne Tyskland country pays Staat país land land perdiz pardilla Patrijs Rapphöna Perdrix grise Rebhuhn Gray Partridge dépeint depicts Motiv representa a beeldt af motiv Alte Pinakothek Pinacoteca Antigua de Múnich Alte Pinakothek Alte Pinakothek Alte Pinakothek Alte Pinakothek lieu location locatie ubicación Ort placering hauteur height Höhe hoogte altura höjd largeur width Breite breedte ancho bredd décrit à l'URL beskriven på URL beschreven op URL described at URL wird beschrieben in URL descrito en la URL title titre Titel titel titel título dominio público Public domain publiek domein domaine public Gemeinfreiheit public domain copyright status statut des droits d'auteur auteursrechtenstatus Urheberrechtsstatus estatus de los derechos de autor upphovsrättslig status",still_life
"Portret پرتره הדיוקן The Portrait 肖像 (繪畫) Le Portrait Portret پرتره הדיוקן The Portrait 肖像 (繪畫) Le Portrait Portret پرتره הדיוקן The Portrait 肖像 (繪畫) Le Portrait schilderij van René Magritte peinture de René Magritte painting by René Magritte pintura de René Magritte quadre de René Magritte cuadro de René Magritte pintura de René Magritte pintura de René Magritte Gemälde von René Magritte peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av Museum of Modern Art Museo de Arte Moderno de Nueva York Museum of Modern Art Museum of Modern Art Museum of Modern Art Museum of Modern Art collection Sammlung collection colección collectie samling René Magritte René Magritte René Magritte René Magritte René Magritte René Magritte creator créateur Urheber creador maker skapare Freebase ID Freebase-identificatiecode Freebase-Kennung identifiant Freebase Freebase ID identificador Freebase inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande numéro d'inventaire inventory number Inventarnummer inventarisnummer número de inventario inventarienummer lieu location locatie ubicación Ort placering oil paint Ölfarbe pintura al óleo oljefärg peinture à l'huile olieverf matériau material used Material material empleado gebruikt materiaal huvudsakligt material Leinwand canvas lienzo toile canvas kanvas Museum of Modern Art work ID MoMA-identificatiecode voor kunstwerk identifiant Museum of Modern Art d'une œuvre d'art Identifikationsnummer des Museum of Modern Art identificador MoMA de obra BabelNet ID BabelNet-identificatiecode identifiant BabelNet identificador BabelNet BabelNet-Kennung BabelNet-ID auteursrechtelijk beschermd copyrighted sous copyright bajo derechos de autor upphovsrättsskyddad urheberrechtlich geschützt copyright status statut des droits d'auteur auteursrechtenstatus Urheberrechtsstatus estatus de los derechos de autor upphovsrättslig status Charly Herscovici Charly Herscovici copyright holder auteursrechthebbende Urheberrechtsinhaber détenteur des droits d'auteur titular de los derechos de autor upphovsrättsinnehavare Picasso Administration Picasso Administration Picasso Administration Picasso Administration Picasso Administration nature morte bodegón Stillleben still life stilleben stilleven genre genre Genre género genre genre surréalisme belge Belgian surrealism surrealismo belga mouvement movement Bewegung movimiento stroming rörelse œil humain ojo humano mänskligt öga menselijk oog menschliches Auge human eye dépeint depicts Motiv representa a beeldt af motiv cuchillo mes kniv couteau Messer knife Gabel tenedor fourchette vork Gaffel fork drinking glass drinkglas Trinkglas vaso Dricksglas verre plate Teller assiette plato bord Tallrik Pfannkuchen pancake tortita pancake Pannkaka pannenkoek bouteille de vin Weinflasche wine bottle botella de vino wijnfles Flaskstorlek",still_life
"ファン・ゴッホの椅子 Dwa krzesła Кресло Гогена La sedia di Vincent La Chaise de Vincent Van Gogh's Chair Van Gogh's Chair Η καρέκλα του Βαν Γκογκ A Cadeira de Van Gogh com Cachimbo Van Gogh'un Sandalyesi Kursi Van Gogh Vincents Stuhl mit Pfeife Silla con pipa. Van Gogh széke a pipájával ファン・ゴッホの椅子 Dwa krzesła Кресло Гогена La sedia di Vincent La Chaise de Vincent Van Gogh's Chair Van Gogh's Chair Η καρέκλα του Βαν Γκογκ A Cadeira de Van Gogh com Cachimbo Van Gogh'un Sandalyesi Kursi Van Gogh Vincents Stuhl mit Pfeife Silla con pipa. Van Gogh széke a pipájával ファン・ゴッホの椅子 Dwa krzesła Кресло Гогена La sedia di Vincent La Chaise de Vincent Van Gogh's Chair Van Gogh's Chair Η καρέκλα του Βαν Γκογκ A Cadeira de Van Gogh com Cachimbo Van Gogh'un Sandalyesi Kursi Van Gogh Vincents Stuhl mit Pfeife Silla con pipa. Van Gogh széke a pipájával tableau de Vincent van Gogh schilderij van Vincent van Gogh painting by Vincent van Gogh dipinto di Vincent van Gogh έργο ζωγραφικής του Βίνσεντ βαν Γκογκ pintura de Vincent van Gogh quadre de Vincent van Gogh cuadro de Vincent van Gogh pintura de Vincent van Gogh pintura de Vincent van Gogh image image imagen bild afbeelding Bild peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av Vincent van Gogh Vincent van Gogh Vincent van Gogh Vincent van Gogh Vincent van Gogh Vincent van Gogh creator créateur Urheber creador maker skapare inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande nature morte bodegón Stillleben still life stilleben stilleven genre genre Genre género genre genre chair chaise silla Stuhl stoel stol dépeint depicts Motiv representa a beeldt af motiv pipe pipa Tabakspfeife pipe rökpipa pijp plongée high-angle shot plano picado Aufsicht hoogtefoto Tomette Tomette Tomette Tomette tabac tobacco Tabak tabaco tabak Tobak paillage rushing pared mur muur mur Mauer wall puerta deur dörr porte Tür door oil paint Ölfarbe pintura al óleo oljefärg peinture à l'huile olieverf matériau material used Material material empleado gebruikt materiaal huvudsakligt material Leinwand canvas lienzo toile canvas kanvas National Gallery National Gallery de Londres National Gallery National Gallery National Gallery National Gallery lieu location locatie ubicación Ort placering Arlés Arles Arles Arles Arles Arles lieu de fabrication location of final assembly tillverkningsplats Herstellungsort locatie van fabricage lugar de fabricación collection Sammlung collection colección collectie samling numéro d'inventaire inventory number Inventarnummer inventarisnummer número de inventario inventarienummer katalogbeteckning código del catálogo Katalognummer catalogusnummer numéro de catalogue catalog code catégorie Commons Commons category categoría en Commons Commons-kategori Commonscategorie Commons-Kategorie décrit à l'URL beskriven på URL beschreven op URL described at URL wird beschrieben in URL descrito en la URL Art UK artwork ID Art UK-identificatiecode voor kunstwerk Art UK Kunstwerk-ID identifiant Art UK d'une œuvre d'art identificador BBC Your Paintings de una obra de arte hauteur height Höhe hoogte altura höjd largeur width Breite breedte ancho bredd title titre Titel titel titel título dominio público Public domain publiek domein domaine public Gemeinfreiheit public domain copyright status statut des droits d'auteur auteursrechtenstatus Urheberrechtsstatus estatus de los derechos de autor upphovsrättslig status image with frame afbeelding met lijst Bild mit Rahmen bild med ram imagen con marca image avec cadre creator's signature handtekening van maker Signatur des Urhebers signature de l'auteur firma del creador",still_life
"Martwa natura z Biblią Natura morta con Bibbia Nature morte à la bible Stilleven met bijbel Natura morta amb Bíblia Still Life with Bible 開かれた聖書の静物画 Stillleben mit Bibel Csendélet Bibliával Martwa natura z Biblią Natura morta con Bibbia Nature morte à la bible Stilleven met bijbel Natura morta amb Bíblia Still Life with Bible 開かれた聖書の静物画 Stillleben mit Bibel Csendélet Bibliával Martwa natura z Biblią Natura morta con Bibbia Nature morte à la bible Stilleven met bijbel Natura morta amb Bíblia Still Life with Bible 開かれた聖書の静物画 Stillleben mit Bibel Csendélet Bibliával tableau de Vincent Van Gogh painting by Vincent Van Gogh schilderij van Vincent van Gogh dipinto di Vincent van Gogh pintura de Vincent van Gogh quadre de Vincent van Gogh cuadro de Vincent van Gogh pintura de Vincent van Gogh pintura de Vincent van Gogh Վինսենթ վան Գոգի նկար book livre libro Buch boek bok dépeint depicts Motiv representa a beeldt af motiv table Tisch table mesa tafel bord Tischdecke tablecloth mantel nappe de table Tafelkleed bordsduk Bible Bible Biblia Bibel bijbel Bibeln bougeoir bougeoir vela levande ljus kaars bougie Kerze candle La Joie de vivre La Joie de vivre Die Freude am Leben La Joie de vivre La alegría de vivir image image imagen bild afbeelding Bild peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande nature morte bodegón Stillleben still life stilleben stilleven genre genre Genre género genre genre oil paint Ölfarbe pintura al óleo oljefärg peinture à l'huile olieverf matériau material used Material material empleado gebruikt materiaal huvudsakligt material Leinwand canvas lienzo toile canvas kanvas Vincent van Gogh Vincent van Gogh Vincent van Gogh Vincent van Gogh Vincent van Gogh Vincent van Gogh creator créateur Urheber creador maker skapare catégorie Commons Commons category categoría en Commons Commons-kategori Commonscategorie Commons-Kategorie musée van Gogh Museo van Gogh Van Gogh Museum Van Gogh-museet Van Gogh Museum Van Gogh Museum collection Sammlung collection colección collectie samling numéro d'inventaire inventory number Inventarnummer inventarisnummer número de inventario inventarienummer lieu location locatie ubicación Ort placering décrit à l'URL beskriven på URL beschreven op URL described at URL wird beschrieben in URL descrito en la URL katalogbeteckning código del catálogo Katalognummer catalogusnummer numéro de catalogue catalog code identifiant RKDimages RKDimages ID RKDimages-identificatiecode RKD-Werkkennung identificador RKDimages Nuenen Nuenen Nuenen Nuenen Nuenen lieu de fabrication location of final assembly tillverkningsplats Herstellungsort locatie van fabricage lugar de fabricación hauteur height Höhe hoogte altura höjd largeur width Breite breedte ancho bredd zentrales Thema hoofdonderwerp sujet ou thème principal huvudtema main subject tema principal de la obra title titre Titel titel titel título dominio público Public domain publiek domein domaine public Gemeinfreiheit public domain copyright status statut des droits d'auteur auteursrechtenstatus Urheberrechtsstatus estatus de los derechos de autor upphovsrättslig status",still_life
"Schachteln und Glas mit Süßigkeiten Bodegón con cajitas de dulces Boxes and glass with sweets Schachteln und Glas mit Süßigkeiten Bodegón con cajitas de dulces Boxes and glass with sweets Schachteln und Glas mit Süßigkeiten Bodegón con cajitas de dulces Boxes and glass with sweets taolenn gant Juan van der Hamen dipinto di Juan van der Hamen schilderij van Juan van der Hamen y León painting by Juan van der Hamen y León quadre de Juan van der Hamen y León cuadro de Juan van der Hamen nature morte bodegón Stillleben still life stilleben stilleven genre genre Genre género genre genre peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av image image imagen bild afbeelding Bild Juan van der Hamen Juan van der Hamen y León Juan van der Hamen Juan van der Hamen y León Juan van der Hamen Juan van der Hamen creator créateur Urheber creador maker skapare inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande Museo de Bellas Artes de Granada Museo de Bellas Artes de Granada Museo de Bellas Artes de Granada musée des Beaux-Arts de Grenade collection Sammlung collection colección collectie samling numéro d'inventaire inventory number Inventarnummer inventarisnummer número de inventario inventarienummer oil paint Ölfarbe pintura al óleo oljefärg peinture à l'huile olieverf matériau material used Material material empleado gebruikt materiaal huvudsakligt material canvas Leinwand schildersdoek toile lienzo hauteur height Höhe hoogte altura höjd largeur width Breite breedte ancho bredd El Siglo de Oro. Die Ära Velázquez El Siglo de Oro. The Age of Velázquez exposition exhibition history Ausstellungen geëxposeerd op historial de exposiciones utställningshistoria katalogbeteckning código del catálogo Katalognummer catalogusnummer numéro de catalogue catalog code lieu location locatie ubicación Ort placering dominio público Public domain publiek domein domaine public Gemeinfreiheit public domain copyright status statut des droits d'auteur auteursrechtenstatus Urheberrechtsstatus estatus de los derechos de autor upphovsrättslig status catégorie Commons Commons category categoría en Commons Commons-kategori Commonscategorie Commons-Kategorie Löffel spoon cuchara cuillère lepel Sked dépeint depicts Motiv representa a beeldt af motiv caisse caja Kasten box doos Låda",still_life
"Kosz z owocami Corbeille de fruits Basket of Fruit Cesto con frutas Canestra di frutta Basket of Fruit Корзина с фруктами Kurv med frugt Košara s voćem Obstkorb Kosz z owocami Corbeille de fruits Basket of Fruit Cesto con frutas Canestra di frutta Basket of Fruit Корзина с фруктами Kurv med frugt Košara s voćem Obstkorb Kosz z owocami Corbeille de fruits Basket of Fruit Cesto con frutas Canestra di frutta Basket of Fruit Корзина с фруктами Kurv med frugt Košara s voćem Obstkorb tableau du Caravage painting by Caravaggio schilderij van Caravaggio dipinto di Caravaggio pintura de Caravaggio quadre de Caravaggio cuadro de Caravaggio cuadru de Caravaggio pintura de Caravaggio pikturë nga Caravaggio Կարավաջոյի նկար taolenn gant Caravaggio maleri af Caravaggio peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av oil paint Ölfarbe pintura al óleo oljefärg peinture à l'huile olieverf matériau material used Material material empleado gebruikt materiaal huvudsakligt material Caravaggio Caravaggio Caravaggio Caravage Michelangelo Merisi da Caravaggio Caravaggio creator créateur Urheber creador maker skapare Barroco barok barocken baroque Barock Baroque mouvement movement Bewegung movimiento stroming rörelse pinacothèque Ambrosienne Pinacoteca Ambrosiana Pinacoteca Ambrosiana Pinacoteca Ambrosiana Pinacoteca Ambrosiana collection Sammlung collection colección collectie samling Freebase ID Freebase-identificatiecode Freebase-Kennung identifiant Freebase Freebase ID identificador Freebase inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande nature morte bodegón Stillleben still life stilleben stilleven genre genre Genre género genre genre Encyclopædia Britannica Online-identificatiecode identifiant Encyclopædia Britannica Encyclopædia-Britannica-Online-Kennung Encyclopædia Britannica Online identificador Encyclopædia Britannica Online Encyclopædia Britannica Online ID clair-obscur claroscuro Chiaroscuro Clair-obscur Chiaroscuro chiaroscuro fabrication method méthode de fabrication Herstellungsmethode método de fabricación vervaardigingswijze tillverkningsmetod catégorie Commons Commons category categoría en Commons Commons-kategori Commonscategorie Commons-Kategorie BabelNet ID BabelNet-identificatiecode identifiant BabelNet identificador BabelNet BabelNet-Kennung BabelNet-ID lieu location locatie ubicación Ort placering hauteur height Höhe hoogte altura höjd largeur width Breite breedte ancho bredd Wolfram Language entity code code d'entité du language de programmation Wolfram Wolfram Language Entitäts-Code entiteitscode van Wolfram Language código de entidad en el lenguaje de programación Wolfram entitets-id i Wolfram language image image imagen bild afbeelding Bild LombardiaBeniCulturali artwork ID identifiant LombardiaBeniCulturali d'une œuvre d'art LombardiaBeniCulturali-identificatiecode voor kunstwerk identificador LombardiaBeniCulturali de obra de arte LombardiaBeniCulturali Kunstwerk ID dominio público Public domain publiek domein domaine public Gemeinfreiheit public domain copyright status statut des droits d'auteur auteursrechtenstatus Urheberrechtsstatus estatus de los derechos de autor upphovsrättslig status décrit à l'URL beskriven på URL beschreven op URL described at URL wird beschrieben in URL descrito en la URL",still_life
"La Corbeille de pain Корзинка с хлебом Basket of Bread La cistella de pa Кошик з хлібом Զամբյուղով հաց La Cesta de pan korbo da pano La Corbeille de pain Корзинка с хлебом Basket of Bread La cistella de pa Кошик з хлібом Զամբյուղով հաց La Cesta de pan korbo da pano La Corbeille de pain Корзинка с хлебом Basket of Bread La cistella de pa Кошик з хлібом Զամբյուղով հաց La Cesta de pan korbo da pano painting by Salvador Dali schilderij van Salvador Dali pintura de Salvador Dalí quadre de Salvador Dalí cuadro de Salvador Dalí pintura de Salvador Dalí pintura de Salvador Dalí Սալվադոր Դալիի նկար pentraĵo far Salvadoro Dalí Gemälde von Salvador Dalí peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av Freebase ID Freebase-identificatiecode Freebase-Kennung identifiant Freebase Freebase ID identificador Freebase Salvador Dalí Salvador Dalí Salvador Dalí Salvador Dalí Salvador Dalí Salvador Dalí creator créateur Urheber creador maker skapare inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande table Tisch table mesa tafel bord dépeint depicts Motiv representa a beeldt af motiv cesta mand korg panier Korb basket pain bread Brot pan brood bröd oil paint Ölfarbe pintura al óleo oljefärg peinture à l'huile olieverf matériau material used Material material empleado gebruikt materiaal huvudsakligt material Paneel panel paneel panel panneau de bois Monterey Monterrey Monterey Monterey Monterey Monterey lieu de fabrication location of final assembly tillverkningsplats Herstellungsort locatie van fabricage lugar de fabricación Théâtre-musée Dalí Teatro-Museo Dalí Dalí Theatre and Museum Teatre-Museu Dalí Teatre-Museu Dalí collection Sammlung collection colección collectie samling lieu location locatie ubicación Ort placering nature morte bodegón Stillleben still life stilleben stilleven genre genre Genre género genre genre Realism réalisme realismo realisme Realismus Realism mouvement movement Bewegung movimiento stroming rörelse décrit à l'URL beskriven på URL beschreven op URL described at URL wird beschrieben in URL descrito en la URL Bignou Gallery Bignou Gallery Galerie Bignou exposition exhibition history Ausstellungen geëxposeerd op historial de exposiciones utställningshistoria España Spanje Spanien Spain Espagne Spanien pays d’origine country of origin país de origen ursprungsland land van oorsprong Ursprungsland WikiArt ID identifiant WikiArt WikiArt ID WikiArt-identificatiecode non-free artwork image URL URL van afbeelding van niet-vrij kunstwerk URL einer unfreien Abbildung des Kunstwerks URL d'image d'une œuvre non-libre hauteur height Höhe hoogte altura höjd largeur width Breite breedte ancho bredd",still_life
"Die schwimmende Feder The Floating Feather La plume flottante Het drijvend veertje Die schwimmende Feder The Floating Feather La plume flottante Het drijvend veertje Die schwimmende Feder The Floating Feather La plume flottante Het drijvend veertje schilderij van Melchior de Hondecoeter painting by Melchior d'Hondecoeter peinture de Melchior d'Hondecoeter dipinto di Melchior d'Hondecoeter Gemälde von Melchior d’Hondecoeter pintura de Melchior de Hondecoeter quadre de Melchior d'Hondecoeter cuadro de Melchior d'Hondecoeter image image imagen bild afbeelding Bild peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av Rijksmuseum Rijksmuseum Rijksmuseum Rijksmuseum Rijksmuseum Amsterdam Rijksmuseum collection Sammlung collection colección collectie samling Melchior de Hondecoeter Melchior de Hondecoeter Melchior d'Hondecoeter Melchior d'Hondecoeter Melchior d'Hondecoeter Melchior d'Hondecoeter creator créateur Urheber creador maker skapare inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande numéro d'inventaire inventory number Inventarnummer inventarisnummer número de inventario inventarienummer Handle ID identificador de Handle System identifiant Handle Handle Handle-identificatiecode handle lieu location locatie ubicación Ort placering Leinwand canvas lienzo toile canvas kanvas matériau material used Material material empleado gebruikt materiaal huvudsakligt material oil paint Ölfarbe pintura al óleo oljefärg peinture à l'huile olieverf Europeana ID identifiant Europeana Europeana-ID identificador Europeana Europeana-identificatiecode Europeana-ID pluma veer fjäder plume Feder feather dépeint depicts Motiv representa a beeldt af motiv balsa de agua mare Weiher vivarium pelican Pelikan Canard musqué Cairina moschata Moschusente Muscovy Duck Myskand Muskuseend Bernache à cou roux Branta ruficollis Rothalsgans roodhalsgans Rödhalsad gås Red-breasted Goose Mareca Mareca Mareca Mareca Wigeon Mareca Casuarius Kasuare cassowary Casuarius Kasuarer Casuarius Grue royale Balearica regulorum Südafrika-Kronenkranich Grey Crowned Crane grijze kroonkraan Grå krontrana Grue antigone Grus antigone Saruskranich Grus antigone saruskraanvogel Sarustrana flamant rose Flamenco común Rosaflamingo Greater Flamingo Större flamingo nijlpaard bv Tarro blanco bergeend Gravand Tadorne de Belon Brandgans Common Shelduck Países Bajos Nederland Niederlande Netherlands Pays-Bas Nederländerna country pays Staat país land land depicts Iconclass notation élément Iconclass représenté Iconclass-Bilderkennung representeert Iconclass-term elemento Iconclass representado motivets Iconclass beteckning katalogbeteckning código del catálogo Katalognummer catalogusnummer numéro de catalogue catalog code Catalog of the paintings on show at the Rijksmuseum in 1956 Catalogus van de tentoongestelde schilderijen, pastels en aquarellen Catalog of the paintings on show at the Rijksmuseum in 1956 Katalog der ausgestellten Gemälde im Rijksmuseum 1956 described by source beschreven door bron beschrieben in décrit par descrito en beskriven av källa nature morte bodegón Stillleben still life stilleben stilleven genre genre Genre género genre genre décrit à l'URL beskriven på URL beschreven op URL described at URL wird beschrieben in URL descrito en la URL hauteur height Höhe hoogte altura höjd largeur width Breite breedte ancho bredd catégorie Commons Commons category categoría en Commons Commons-kategori Commonscategorie Commons-Kategorie BabelNet ID BabelNet-identificatiecode identifiant BabelNet identificador BabelNet BabelNet-Kennung BabelNet-ID Google Arts & Culture asset ID identifiant Google Arts & Culture d'un objet Google Arts & Culture-identificatiecode voor object Identifikator für Google Arts & Culture ID del objeto en Google Arts & Culture Dutch masters from the Hermitage Hollandse Meesters uit de Hermitage Holländische Meister der Eremitage exposition exhibition history Ausstellungen geëxposeerd op historial de exposiciones utställningshistoria title titre Titel titel titel título dominio público Public domain publiek domein domaine public Gemeinfreiheit public domain copyright status statut des droits d'auteur auteursrechtenstatus Urheberrechtsstatus estatus de los derechos de autor upphovsrättslig status",still_life
"Кошница хляб La Corbeille de pain Корзина с хлебом The Basket of Bread Cestino di pane パン籠 The Basket of Bread 麵包籃 (油畫) 面包篮 (油画) Զամբյուղով հացը პურის კალათი 面包篮 Кошница хляб La Corbeille de pain Корзина с хлебом The Basket of Bread Cestino di pane パン籠 The Basket of Bread 麵包籃 (油畫) 面包篮 (油画) Զամբյուղով հացը პურის კალათი 面包篮 Кошница хляб La Corbeille de pain Корзина с хлебом The Basket of Bread Cestino di pane パン籠 The Basket of Bread 麵包籃 (油畫) 面包篮 (油画) Զամբյուղով հացը პურის კალათი 面包篮 schilderij van Salvador Dalí サルバドール・ダリによる絵画 (1926) peinture de Salvador Dalí painting by Salvador Dalí pintura de Salvador Dalí quadre de Salvador Dalí cuadro de Salvador Dalí pintura de Salvador Dalí pintura de Salvador Dalí Սալվադոր Դալիի նկար Gemälde von Salvador Dalí peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av Dalí Museum Salvador Dalí Museum Salvador Dalí Museum Salvador Dali Museum Salvador Dali Museum collection Sammlung collection colección collectie samling Salvador Dalí Salvador Dalí Salvador Dalí Salvador Dalí Salvador Dalí Salvador Dalí creator créateur Urheber creador maker skapare Freebase ID Freebase-identificatiecode Freebase-Kennung identifiant Freebase Freebase ID identificador Freebase oil paint Ölfarbe pintura al óleo oljefärg peinture à l'huile olieverf matériau material used Material material empleado gebruikt materiaal huvudsakligt material inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande nature morte bodegón Stillleben still life stilleben stilleven genre genre Genre género genre genre pain bread Brot pan brood bröd dépeint depicts Motiv representa a beeldt af motiv textiel textile textile Textilie textil textil cesta mand korg panier Korb basket table Tisch table mesa tafel bord numéro d'inventaire inventory number Inventarnummer inventarisnummer número de inventario inventarienummer lieu location locatie ubicación Ort placering BabelNet ID BabelNet-identificatiecode identifiant BabelNet identificador BabelNet BabelNet-Kennung BabelNet-ID largeur width Breite breedte ancho bredd hauteur height Höhe hoogte altura höjd WikiArt ID identifiant WikiArt WikiArt ID WikiArt-identificatiecode identifiant Catalogue raisonné de peintures de Salvador Dalí Paintings by Salvador Dalí ID Schilderij Salvador Dalí-identificatiecode Salvador Dali Museum ID Salvador Dali Museum ID identifiant Salvador Dali Museum Salvador Dali Museum-identificatiecode voor kunstwerk",still_life
"Айва Quince and Teapot Айва Quince and Teapot Айва Quince and Teapot schilderij van Victor Teterin peinture de Victor Teterin painting by Victor Teterin dipinto di Victor Teterin cuadro de Víktor Teterin pintura de Victor Teterin peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av Victor Teterin Víktor Teterin Victor Teterin Victor Teterin Wiktor Teterin creator créateur Urheber creador maker skapare inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande nature morte bodegón Stillleben still life stilleben stilleven genre genre Genre género genre genre Privatsammlung colección privada private collection particuliere kunstverzameling collection privée privat ägo collection Sammlung collection colección collectie samling",still_life
